query_id,query_text,query_type,gold_answer,hard_case_bucket,split,ambiguity_label,conflict_label,freshness_requirement_days,refusal_expected,num_evidence,context_city,context_state,notes
gg_3916a1dc,What are the hours of the Philadelphia Free Library Central Branch?,temporal,"As of 2025-12-15: Philadelphia Free Library Parkway Central hours are Mon-Fri 9 AM - 9 PM, Sat 9 AM - 5 PM, Sun 1-5 PM. Verify at freelibrary.org.",stale_fact,dev,unambiguous,none,30,False,1,Philadelphia,PA,Type: library. Info: hours. Subtype: fresh_available. Main Philadelphia library
gg_4ce6fcee,What is the fee for a dog license in Denver?,temporal,As of 2025-12-15: Denver dog license fee varies: $15-25 (altered) to $25-50 (unaltered) depending on duration. Verify at denvergov.org.,stale_fact,dev,unambiguous,none,90,False,1,Denver,CO,Type: permits. Info: fee. Subtype: fresh_available. Fee varies by animal status
gg_77594661,What time does the Atlanta MARTA start on weekends?,temporal,"As of 2025-12-15: MARTA weekend service starts at 5 AM Saturday, 6 AM Sunday. Verify at itsmarta.com.",stale_fact,dev,unambiguous,none,30,False,1,Atlanta,GA,Type: transit. Info: hours. Subtype: fresh_available. Weekend transit hours
gg_bf77e612,What are the hours of the Miami-Dade County Clerk main office?,temporal,As of 2025-12-15: Miami-Dade County Clerk main office hours are Mon-Fri 8 AM - 4 PM. Verify at miami-dadeclerk.com.,stale_fact,dev,unambiguous,none,30,False,1,Miami,FL,Type: county_clerk. Info: hours. Subtype: fresh_available. Main clerk office
gg_b65aaca6,What is the minimum wage in New York City?,temporal,As of 2025-12-15: NYC minimum wage is $16.00/hour for all employers. Rates increase annually. Verify at labor.ny.gov.,stale_fact,dev,unambiguous,none,365,False,1,New York,NY,Type: labor. Info: rate. Subtype: fresh_available. NYC rate (higher than state)
gg_0697957b,What are the hours of the Phoenix Zoo?,poi,"Phoenix Zoo has SEASONAL hours: 9 AM - 5 PM (Oct-May), early morning 7 AM - 2 PM (summer). Community sources may show only winter hours.",conflicting_sources,dev,unambiguous,conflicting_sources,30,False,2,Phoenix,AZ,Severity: MINOR. Resolution: PREFER_OFFICIAL. MINOR - seasonal hours not reflected
gg_0ff40f7b,Is the Denver Art Museum free on Saturdays?,poi,CONFLICTING INFO: Official site says free FIRST Saturday only (CO residents). Reviews claim every Saturday. Use official policy.,conflicting_sources,dev,unambiguous,conflicting_sources,30,True,2,Denver,CO,Severity: MODERATE. Resolution: PREFER_OFFICIAL. MODERATE - first Saturday vs every Saturday
gg_af944a7b,What time does the Houston Metro Rail start?,poi,Houston METRORail starts at 4:30 AM weekdays (official). Some sources show ~5 AM. Use official schedule.,conflicting_sources,dev,unambiguous,conflicting_sources,30,False,2,Houston,TX,Severity: MINOR. Resolution: PREFER_OFFICIAL. MINOR - 30 min difference
gg_4fe10f3e,What is the parking fee at the San Diego Zoo?,poi,San Diego Zoo parking is FREE (official). Reviews mentioning fees may refer to Safari Park (different location) or nearby paid lots.,conflicting_sources,dev,unambiguous,conflicting_sources,30,False,2,San Diego,CA,Severity: MINOR. Resolution: PREFER_OFFICIAL. SCOPE - confusion with Safari Park or street parking
gg_e60b182d,What are the hours of the Miami Metro (Metrorail)?,poi,Miami Metrorail runs 5 AM - midnight (official). Some sources show 6 AM - 11 PM. Use official schedule.,conflicting_sources,dev,unambiguous,conflicting_sources,30,False,2,Miami,FL,Severity: MINOR. Resolution: PREFER_OFFICIAL. MINOR - 1 hour difference on each end
gg_c1103d06,What is the admission fee for the Getty Center?,poi,"Getty Center admission is FREE. The $20 some sources mention is for PARKING, not admission.",conflicting_sources,dev,unambiguous,none,30,False,2,Los Angeles,CA,Severity: NONE. Resolution: CLARIFY_SCOPE. SCOPE - admission vs parking confusion
gg_23dbd10a,What time does the Cleveland RTA start?,poi,Cleveland RTA starts at 4:00 AM weekdays (official). Some sources show ~5 AM. Use official schedule.,conflicting_sources,dev,unambiguous,conflicting_sources,30,False,2,Cleveland,OH,Severity: MINOR. Resolution: PREFER_OFFICIAL. MINOR - 1 hour difference
gg_d859807c,What is the address of the Atlanta Passport Agency?,poi,CONFLICTING ADDRESSES: Official State Dept says 600 MLK Jr Drive. Directory shows 229 Peachtree St. Use official travel.state.gov address.,conflicting_sources,dev,unambiguous,conflicting_sources,30,True,2,Atlanta,GA,Severity: MAJOR. Resolution: PREFER_OFFICIAL. MAJOR - completely different addresses
gg_f677ea0d,Is the Minneapolis Institute of Art free?,poi,Minneapolis Institute of Art general admission is FREE. Special exhibitions may have separate fees ($15+).,conflicting_sources,dev,unambiguous,none,30,False,2,Minneapolis,MN,Severity: NONE. Resolution: CLARIFY_SCOPE. SCOPE - general admission vs special exhibits
gg_c423c953,What are the hours of the Pittsburgh Carnegie Library main branch?,poi,CONFLICTING HOURS: Official site says Mon-Thu until 8 PM. Community source says 5 PM daily. Use official hours.,conflicting_sources,dev,unambiguous,conflicting_sources,30,True,2,Pittsburgh,PA,Severity: MODERATE. Resolution: PREFER_OFFICIAL. MODERATE - evening hours differ
gg_d0bb47d6,What is the fare for the Dallas DART light rail?,poi,"DART light rail fare is $2.50 (official, 2025). Older sources show $2.00. Fare increased.",conflicting_sources,dev,unambiguous,conflicting_sources,30,False,2,Dallas,TX,Severity: MINOR. Resolution: PREFER_OFFICIAL. MINOR - 50 cent increase
